Date,Title,URL,Body,location,Likes,Comment
2023-06-27T14:32:32Z,Beda Pendapat! Cholil Nafis Vs Dosen UIN: Siapa Kita Menjustifikasi Al Zaytun Sesat? | tvOne,https://www.youtube.com/watch?v=vXmPrjN9ils,"Catatan Demokrasi, https://www.tvOnenews.com - Beda Pendapat! Cholil Nafis Vs Dosen UIN: Siapa Kita Menjustifikasi Al Zaytun ...",Jakarta,30000,45.095
2023-06-29T06:50:00Z,DEBAT! Dosen UIN Syarif Hidayatullah vs MUI soal Shalat Ala Al Zaytun | Kabar Siang tvOne,https://www.youtube.com/watch?v=DGZFQzPJpTg,"Kabar Siang, https://www.tvOnenews.com - DEBAT! Dosen UIN Syarif Hidayatullah vs MUI soal Shalat Ala Al Zaytun | Kabar ...",Jakarta,1200,2.097
2023-06-23T07:06:56Z,Terbaru! Temuan Penyimpangan dan Masalah Akhlak di Ponpes Al Zaytun #shorts,https://www.youtube.com/watch?v=w0EYAjQrOWk,,Jakarta,36000,304
2023-07-03T10:50:14Z,Dosen UIN soal Kontroversi Al Zaytun: Jangan Ganggu Majelis Hakim | Kabar Petang tvOne,https://www.youtube.com/watch?v=1ZRXSupfHok,"Kabar Petang, https://www.tvOnenews.com - Dosen UIN soal Kontroversi Al Zaytun: Jangan Ganggu Majelis Hakim | Kabar ...",Jakarta,3500,8.065
2023-07-04T14:21:34Z,Dosen UIN Jelaskan Video Viral Panji Gumilang yang Menyebut Al Quran Bukan Kalam Allah | tvOne,https://www.youtube.com/watch?v=z-guLxpLiXM,"Catatan Demokrasi, https://www.tvOnenews.com - Dosen UIN Jelaskan Video Viral Panji Gumilang yang Menyebut Al Quran ...",Jakarta,5700,5433
2023-07-08T03:00:11Z,PENDAFTARAN PONPES AL HIKMAH 2 BENDA PESANTREN BERBASIS NU,https://www.youtube.com/watch?v=vcUbT9vfjVU,Benda #Bumiayu #Brebes.,Brebes,5,0
2023-06-19T13:57:40Z,"Akibat ketahuan saat membawa hp ke pondok pesantren, maka beginilah yang terjadi",https://www.youtube.com/watch?v=NO9tONOaZc4,,,16000,924
2023-05-24T02:47:42Z,Pesantren (Official Trailer) - Tonton di Bioskoponline.com,https://www.youtube.com/watch?v=1lGyuvp5f1E,"Terpilih di Festival Film Dokumenter Terbesar di Dunia, Film Pesantren tayang hari ini di bioskoponline.com! Dari sutradara ...",Cirebon,325,37
2023-06-04T01:00:11Z,Nengokin randika di Pesantren #ceritajekho #karawang,https://www.youtube.com/watch?v=HrnH_YLk2RQ,,Karawang,4900,256
2023-06-21T03:46:19Z,Pesantren Sunan Drajat | Tuan Rumah MQKN 2023,https://www.youtube.com/watch?v=k15HD241aJU,Pesantren Sunan Drajat | Tuan Rumah MQKN 2023 . #pendidikanislam #pendis #pendidikan #pendidikankarakter #madrasah ...,Lamongan,57,3
2023-06-12T17:17:00Z,Subhanallah! inilah 7 Pondok Pesantren terbaik di Jawa Tengah 2023,https://www.youtube.com/watch?v=L0Uh4UuTrgI,Pondok Pesantren di Jawa Tengah merupakan salah satu lembaga pendidikan yang digunakan sebagai tempat untuk menimba ...,,571,30
2023-06-17T17:27:31Z,Cerita Abah Guru Sekumpul Saat Mondok di Pesantren,https://www.youtube.com/watch?v=2vxxUK97r2I,"Cerita Abah Guru Sekumpul Saat Mondok di Pesantren Karena berisikan kumpulan vidio dari pihak manapun sumbernya, Mari ...",Tangerang,2,0
2023-06-21T22:18:05Z,"PPMUI, Alfiyah, Syarah Ibnu Aqil: Hamzah إن Boleh Kasrah &amp; Fathah Bila Terletak إذا فجائية , dsb.(1)",https://www.youtube.com/watch?v=IPCwqW4cZk4,,,0,0
2023-04-30T12:54:16Z,JEPANG RASA PESANTREN,https://www.youtube.com/watch?v=Nb5yejuSBhE,,Jepang,85000,1399
2023-05-13T03:44:44Z,pondok pesantren idaman,https://www.youtube.com/watch?v=kfhl4TSPbCM,pondokpesantren #pesantrentahfidz #santriindonesia.,Tangerang Selatan,17000,34
2023-04-28T04:18:47Z,"HEBOH Lantunan Azan Nyeleneh di Ponpes Al Zaytun Indramayu, Pakai Gerakan dan Membelakangi Kiblat",https://www.youtube.com/watch?v=_mT4Um328xA,beritaterbaru #beritaterkini #beritaviral #live #breakingnews #alzaytun #adzanalzaytun #indramayu #aliran TRIBUN-VIDEO.,Indramayu,37000,9844
2023-05-08T01:00:08Z,Randika pulang ke pesantren #ceritajekho #karawang #drama,https://www.youtube.com/watch?v=IVYC4j-fSXg,,Karawang,8700,804
2023-05-19T02:16:27Z,pengen tau dong fans Randika dari kota mana aja 😘 #santri #pesantren #videoshort #karawang,https://www.youtube.com/watch?v=4Q2KJttlYn4,,Karawang,,2447
2023-03-26T11:14:18Z,kakak menangis saat adik menjenguk di pesantren ‼️#nangis #pesantren #santri #adikkakak #shorts,https://www.youtube.com/watch?v=K3gJYrlMapU,,Kaliwungu,22000,382
2023-03-26T10:49:26Z,santri menangis saat orang tua datang menjenguknya ‼️#nangis #santri #sedih #pesantren #shorts,https://www.youtube.com/watch?v=LKEfMrm2RSA,,Kaliwungu,5400,113
2023-03-26T00:30:07Z,santri makan sambil nangis ‼️#nangis #sedih #pesantren #santri #pondok #shorts,https://www.youtube.com/watch?v=IGhEOyTxTXU,,Kaliwungu,37000,1613
2023-03-25T11:29:02Z,adik menangis saat bertemu kakaknya di pesantren ‼️#nangis #sedih #adikkakak #pesantren #shorts,https://www.youtube.com/watch?v=tgpwkgU8cWo,,Kaliwungu,42000,729
2023-03-26T10:49:41Z,santri menangis karena tidak betah di pondok pesantren ‼️#nangis #sedih #pesantren #santri #shorts,https://www.youtube.com/watch?v=cBQwGOihNRM,,Kaliwungu,1500,50
2023-03-07T04:31:26Z,"Tanpa sepengetahuan adik,kakak jenguk adik di pesantren ‼️#adikkakak #momenharu #pondok #shorts",https://www.youtube.com/watch?v=GMTosDsiGqE,,Kaliwungu,260000,3648
2023-03-07T04:40:23Z,ketika kakak jenguk adik di pesantren ‼️#adikkakak #pesantren #momenharu #santri #shorts,https://www.youtube.com/watch?v=bsEtZFzBF4M,,Kaliwungu,74000,2233
2023-03-18T12:00:02Z,JALAN-JALAN KE PONDOK PESANTREN NURUL AZHAR &quot;YAYASAN TABUNG WAKAF UMAT&quot;,https://www.youtube.com/watch?v=2LIzpH7ke5k,Yayasan Tabung Wakaf Umat ...,Pekanbaru,249,21
2023-03-01T12:04:39Z,Cara Menjadi Santri di Pesantren UAH - Ustadz Adi Hidayat,https://www.youtube.com/watch?v=knd61IOysrM,Cara Menjadi Santri di Pesantren UAH - Ustadz Adi Hidayat ...,Bekasi,3900,353
2023-03-18T06:00:11Z,CAMPUS TOUR UIN MALIK IBRAHIM DI MALANG!,https://www.youtube.com/watch?v=JUTTA_fI4Zs,Kali ini aku sedang berada di Universitas Islam Negeri (UIN) Malik Ibrahim Malang. Aku bakal review salah satu kampus islam ...,Malang,315,63
2023-01-26T05:10:03Z,Profil Institut Agama Islam Negeri Madura 2023 - Siap Menuju UIN,https://www.youtube.com/watch?v=7OUs9cLbXjU,"SELAMAT DATANG DI KAMPUS KEAGAMAAN NEGERI Institut Agama Islam Negeri Madura (IAIN MADURA) Kampus Religius, ...",Madura,428,35
2023-02-02T04:38:47Z,MADRASAH MANDIRI BERPRESTASI,https://www.youtube.com/watch?v=pI4UBh07C4o,,Jakarta,897,31
2023-02-11T05:00:02Z,Mafia masuk pesantren !! Eps 2,https://www.youtube.com/watch?v=4LBOZoTrLtc,,,65000,117
2023-01-23T04:36:25Z,PROFIL UIN FATMAWATI SUKARNO BENGKULU 2022,https://www.youtube.com/watch?v=xH0LxHaTpek,"Universitas Islam Negeri Fatmawati Sukarno Bengkulu adalah perguruan tinggi Islam negeri di Kota Bengkulu, Provinsi Bengkulu ...",Bengkulu,90,5
2023-02-10T10:00:06Z,Mafia masuk pesantren !!,https://www.youtube.com/watch?v=E5MCUz6L56I,,,181000,314
2023-01-18T10:00:09Z,Sumbangan ke pesantren !!! Eps 2,https://www.youtube.com/watch?v=HrHjMHSoIgE,,,9900,48
2023-01-03T10:00:29Z,Jadi anak pesantren !! Eps 2,https://www.youtube.com/watch?v=i843YAIT1LY,,,60000,150
2022-12-31T12:00:22Z,7 Pesantren Terbaik di Sukabumi - Jawa Barat ❗,https://www.youtube.com/watch?v=NZVw2-IcH10,"Video Baru : 7 Pesantren Terbaik di Sukabumi - Jawa Barat❗ Akhiii dan Ukhtiiii yang udah video ini, jangan lupa Klik Like nya ...",Sukabumi,111,23
2023-01-13T10:16:48Z,"Cantik &amp; Inspiratif, Umi Wahidah Kelola Pesantren Gratis",https://www.youtube.com/watch?v=HdB1vFHbxDo,Umi Wahidah adalah tokoh perempuan inspiratif. Ia mengelola pondok pesantren secara gratis dan memiliki ribuan santri.,Bogor,1700,212
2023-01-03T05:00:12Z,Jadi anak pesantren !!,https://www.youtube.com/watch?v=LM6pFu9ztxg,,,102000,134
2022-12-06T12:00:24Z,7 Pesantren Terbaik di Medan - Sumatera Utara ❗,https://www.youtube.com/watch?v=jMAwmCjoXzQ,"video baru : 7 Pesantren Terbaik di Medan - Provinsi Sumatera Utara❗ Akhiii dan Ukhtiiii yang udah video ini, jangan lupa Klik ...",Medan,100,14
2022-12-16T00:54:47Z,Profil Pondok Pesantren Al Muayyad Mangkuyudan Surakarta (2022),https://www.youtube.com/watch?v=owEs7_PHGaY,,Surakarta,311,8
2022-12-21T12:00:18Z,9 Pesantren Terbaik di Tasikmalaya - Jawa Barat❗,https://www.youtube.com/watch?v=_P7Jj0JKUUs,"Video Baru : 9 Pesantren Terbaik di Tasikmalaya - Jawa Barat❗ Akhiii dan Ukhtiiii yang udah video ini, jangan lupa Klik Like nya ...",Tasikmalaya,103,15
2022-11-27T16:34:29Z,PESANTREN ROCK N ROLL SEASON 3 EPS 01,https://www.youtube.com/watch?v=wHKDD73sZzE,,,4000,175
2022-12-06T07:47:48Z,Santri Ponpes Langitan Saat Berangkat sholat jum&#39;at #santri #pesantren #beranda #youtubeshorts,https://www.youtube.com/watch?v=e1uvEO5NSN8,,Tuban,,14
2022-11-09T10:03:59Z,SMPIT FIBS - SMA FIBBIS PESANTREN TAHFIZH FITRAH INSANI CIMAUNG - BANDUNG,https://www.youtube.com/watch?v=lDXuIrvwGq8,PESANTREN TAHFIZH FITRAH INSANI CIMAUNG - BANDUNG Mohon dukungannya ya teman2 dengan cara like share ...,Bandung,252,107
2022-10-29T09:01:18Z,CAMPUS TOUR UIN SUNAN KALIJAGA,https://www.youtube.com/watch?v=HUtVFIhL7UE,Oh ya bagi kalian aku bakal sering banget buka kesempatan untuk kalian ikut bangun channel ini dengan cara ngasih ide atau ...,Yogyakarta,1300,144
2022-10-25T09:00:33Z,4 Pondok Pesantren Termewah Di Indonesia #shorts #islam #pondok #pondokpesantren #ponpes #pesantren,https://www.youtube.com/watch?v=kCPwqPm0-Zc,"4 Pondok Pesantren Termewah Di Indonesia #shorts #islam #pondok #pondokpesantren #ponpes #pesantren Jangan lupa Like, ...",,1400,3
2022-11-07T05:00:32Z,Mafia masuk pesantren !!! Eps 2,https://www.youtube.com/watch?v=yWnFMxFBnPU,,,67000,185
2022-11-20T12:00:04Z,⭕ LAUNDRY SANTRI PESANTREN PROFIT BERSIHNYA 30 JUTA PER BULAN❗ Pesantren Modern Al-Muttaqien,https://www.youtube.com/watch?v=4cR1rIhxuAY,LAUNDRY SANTRI PESANTREN MODERN AL-MUTTAQIEN BALIKPAPAN INI MENJADI PERCONTOHAN PESANTREN DI ...,Balikpapan,122,51
2022-09-30T23:05:00Z,5 PESANTREN TERMAHAL DI INDONESIA,https://www.youtube.com/watch?v=ARAMJ6eDvlU,Tertarik buat sekolah di pesantren ini guys? Download stockbit : https://linkto.stockbit.com/L9u5/SamuelChrist300922 ...,,29000,304
2022-10-12T13:10:23Z,"PULANG DARI PESANTREN,ANA INA LUPA DAN SH0CK LIAT RUMAH SENDIRI !!!",https://www.youtube.com/watch?v=K7r-IKkMynM,pesantren #islamic #dehakimsstory yaayy...akhirnya sikembar bisa pulang dan kumpul lagi bareng2. eh tapi kok malah jadi kaget ...,Bekasi,23000,680
2022-10-12T06:58:34Z,Ingin Mondok di Yogyakarta? Inilah 7 Pondok Pesantren terbaik di Yogyakarta,https://www.youtube.com/watch?v=DLwGQBZpvpU,Yogyakarta adalah sebuah daerah di Pulau Jawa yang masih memegang teguh tradisi kesultanan. Kesultanan Yogyakarta ...,Yogyakarta,420,147
2022-10-22T06:40:00Z,Pertanyaan 7 : Berapa Biaya SPP santri Pesantren Nurul Azhar 1 ?,https://www.youtube.com/watch?v=Hb02mh51zgw,Yayasan Tabung Wakaf Umat ...,Pekanbaru,170,36
2022-10-06T04:30:30Z,Profil UIN Alauddin Makassar 2022,https://www.youtube.com/watch?v=jiWT4loXPZU,,Makassar,232,9
2022-09-22T12:19:58Z,(S02E01) UI vs. UIN: UIN tanya UI Emang Bisanya Apa? | Tes Wawasan Kebangsaan,https://www.youtube.com/watch?v=VCRhVLz8K6Q,"Presiden Gen - Z ikutan TWK?! Episode perdana TWK Season 2, mahasiswa dari UNIVERSITAS INDONESIA melawan ...",Jakarta,51000,2383
2022-09-06T05:00:01Z,Misteri di pesantren !!! Eps 2,https://www.youtube.com/watch?v=3qePQFGybXY,,,100000,392
2022-08-30T13:24:55Z,Kenapa Kuliah di IAIN Syekh Nurjati Cirebon?,https://www.youtube.com/watch?v=HChyYaQqWEo,wawancara MABA IAIN yang masih polos.,Cirebon,43,10
2022-09-05T10:00:31Z,Misteri di pesantren !!!,https://www.youtube.com/watch?v=fZB48jo2x28,,,154000,137
2022-09-14T23:41:04Z,Profil Singkat PP. Salafiyah Parappe &amp; Program Bisnis Pesantren 2022,https://www.youtube.com/watch?v=vcS0gvorAoo,,Sulawesi Barat,302,13
2022-07-27T12:07:29Z,momen haru saat santri bertemu ibu viral di Tik-tok ‼️‼️‼️#anaksholeh #pesantren #ibu #shorts,https://www.youtube.com/watch?v=Xfq46PPUXCI,eskrim #neneknenek #m2utarachannel.,Kaliwungu,10000,337
2022-07-28T05:57:57Z,anak gadis cantik menangis karena ingin pulang ‼️❓#cewekcantik #pesantren #menangis #sedih #shorts,https://www.youtube.com/watch?v=hH0FdXdwedE,tni #abdinegara #papua #premam #m2utarachannel.,Kaliwungu,70000,4698
2022-08-04T11:36:33Z,10 PESANTREN INI TERBAIK DI INDONESIA!! PONDOKNYA MEGAH DAN MEWAH,https://www.youtube.com/watch?v=-z78dW-tXbw,"BUAT KALIAN YANG SUKA BERLAJAR DENGAN SUASANA AGAMA ISLAM YANG SANGAT KENTAL, GW RASA VIDEO INI ...",,3300,596
2022-08-15T03:00:32Z,TASYI VLOG : TOUR KELILING PESANTREN DAN MASAK BESAR SUPER SERU BUAT SANTRI !,https://www.youtube.com/watch?v=zF_E10_B10I,"Hai ini dia vlog aku jalan-jalan ke Sukabumi, seru banget loh aku disana masakinn untuk santri santri jugaa! tonton yaa biar aku ...",Jakarta,58000,3790
2022-08-03T01:00:10Z,INILAH PESANTREN TERBESAR DI INDONESIA 😱,https://www.youtube.com/watch?v=NbR-pxTlgGE,,Diponorogo,21000,330
2022-08-08T04:28:14Z,CIRI CIRI PESANTREN NAHDLATUL ULAMA NU,https://www.youtube.com/watch?v=5NbRaLDz64c,"Mari ngaji masalah pendidikan agama islam bersama Ust. M.Munawar Said, M.Pd (Dosen UIN Salatiga dan Pengasuh Pesantren ...",Salatiga,66,9
2022-07-04T10:48:25Z,momen haru saat santriwati bertemu bapak viral di Tik-tok ‼️#santriwati #pesantren #ayah #shorts,https://www.youtube.com/watch?v=COqQFGtmJtg,santri #adabsantri #pesantren #kyai #akhlak.,Kaliwungu,66000,1079
2022-06-30T14:14:52Z,LIMA PENYEBAB SANTRI GAGAL DI PONDOK PESANTREN,https://www.youtube.com/watch?v=B91jg4aaHog,"mari ngaji masalah pendidikan agama islam bersama Ust. M.Munawar Said, M.Pd (Dosen IAIN Salatiga dan Pengasuh ...",Salatiga,88,23
2022-07-04T10:53:24Z,momen haru saat gadis cantik hendak mondok di pesantren viral di Tik-tok ‼️#pesantren #haru #shorts,https://www.youtube.com/watch?v=mjTNm0D1oRA,santri #adabsantri #pesantren #kyai #akhlak.,Kaliwungu,200000,1723
2022-07-20T05:00:12Z,Cabut dari pesantren ?? Eps 2,https://www.youtube.com/watch?v=OKCHKSZL3eQ,,,76000,343
2022-07-17T01:15:57Z,MARKONAH MASUK PESANTREN - BALQIS MADU EPISODE 120,https://www.youtube.com/watch?v=K9o9v94d_F4,halo assalamu'alaikum teman teman kali ini Balqis madu membuat film pendek yang berjudul MARKONAH masuk pesantren ...,,8000,264
2022-06-08T13:00:59Z,PROFIL KAMPUS IAIN KERINCI 2022,https://www.youtube.com/watch?v=Qa1TrVQV2CE,IAIN KERINCI MEMPUNYAI 4 FAKULTAS DENGAN PRODI YANG TERAKREDITASI. 1.FAKULTAS SYARIAH DENGAN 2 ...,Jambi,40,4
2022-06-04T07:32:32Z,PESANTREN GRATIS DI INDONESIA //PESANTRENPEDIA,https://www.youtube.com/watch?v=Hs1OSBCyy54,Alhamdulillah kita bisa upload kembali pesantren gratis yang ada di Indonesia.. ini tidak banyak yang kita bagikan pesantren ...,,500,75
2022-06-26T11:32:26Z,Keren ! Inilah 7 Pondok Pesantren Tertua di Indonesia,https://www.youtube.com/watch?v=z6gjKyHtfOM,"Perkembangan Islam di Nusantara, tidak dapat dipisahkan dengan Pondok pesantren. pondok Pesantren adalah benteng utama ...",,157,47
2022-06-12T17:03:45Z,Profil Singkat Pesantren Terpadu Qoshrul Muhajirin,https://www.youtube.com/watch?v=vd5Rp5Hv5Dg,,Tasikmalaya,177,6
2022-06-03T14:12:58Z,PESANTREN AKREDITASI UNIVERSITAS ISLAM MADINAH DENGAN BIAYA TERJANGKAU @kasisolusi,https://www.youtube.com/watch?v=PwLOpXwFnkw,Solusi buat anda yang mencari pondok pesantren yang memperoleh Akreditasi Universitas Islam Madinah dengan biaya ...,Sragen,183,55
2022-06-18T13:10:38Z,PERBEDAAN !! ANAK PESANTREN DAN ANAK SEKOLAH !! USTADZ ABDUL SOMAD #shorts #viral #uas,https://www.youtube.com/watch?v=YhDoAP8apmw,,,,5
2022-05-12T00:46:35Z,SEKILAS PROFIL UIN Prof. KH. Saifuddin Zuhri Purwokerto | UIN SAIZU,https://www.youtube.com/watch?v=6zeiJFS0C8k,SEKILAS PROFIL UIN Prof. KH. Saifuddin Zuhri Purwokerto | UIN SAIZU . Penasaran dengan uin saizu purwokerto yuk simak ...,Purwokerto,132,
2022-05-11T09:00:12Z,CAMPUS PROFILE || IAIN SALATIGA || 2022,https://www.youtube.com/watch?v=T2oGWINfGrg,IAINSalatiga #VideoProfile #CampusProfile #2022 #KuliahdiIAINSalatiga #MahasiswaBaru Visi yang besar dimulai dari ...,Salatiga,197,8
2022-05-18T12:00:19Z,3 Pesantren Terbaik di Batam [PART 1],https://www.youtube.com/watch?v=LMdKORjymoQ,Assalamu'alaikum Akhii dan Ukhtiiii Yuk simak 3 pesantren terbaik di batam ini.,Batam,149,27
2022-05-14T12:00:11Z,3 Pesantren Terbaik di Padang [PART 1],https://www.youtube.com/watch?v=RO0Zs36pjPg,"Akhi dan Ukhtiii Di video yang lalu kita telah membahas tentang 2 Pesantren terbaik di Pekanbaru, nah sekarang kita akan ...",Padang,35,
2022-05-16T09:56:58Z,SANTRI PESANTREN ABI YANG BIKIN NGAKAK PART 1,https://www.youtube.com/watch?v=mCHIR_mrItY,,,9400,100
2022-04-01T04:18:48Z,PROFIL MA&#39;HAD AL JAMI&#39;AH UIN KHAS JEMBER 2022,https://www.youtube.com/watch?v=X9iuuiRilF0,,Jember,167,20
2022-04-24T22:30:02Z,Ustadz Ilham Humaidi Niat Memondok kan anak Sekolah Di Pesantren,https://www.youtube.com/watch?v=XUCMA9G4TH0,Ustadz Ilham Humaidi Pengajian di Mesjid Sabilal Muhtadin Banjarmasin ================================== Versi ...,Banjarmasin,757,27
2022-04-03T01:45:00Z,"BILANG KE MAMA MASUKIN BOCIL KE PESANTREN!!! DIA SAMPAI NANGIS KEJER, SEDIH BANGET!!!",https://www.youtube.com/watch?v=Bp0GOh_iRhE,Subscribe Gratis! : https://goo.gl/VJnZ1S ▻ Likes & Share Jika Kalian Suka :) ▻ Follow Instagram Gratis!,,83000,4854
2022-04-07T07:02:25Z,ꕥ [Ccp] Sakura School Simulator || Masuk Pondok Pesantren || Sad story,https://www.youtube.com/watch?v=_r_tLmEvqpY,,,585000,2352
2022-04-25T08:16:16Z,Profil Ma&#39;had al-Jami&#39;ah UIN Raden Intan Lampung,https://www.youtube.com/watch?v=0hgvUZHqrYQ,Assalamualaikum Warahmatullahi Wabarakatuh Hai Mahasiswa Baru UIN Raden Intan Lampung. Selamat atas kelulusan seleksi ...,Lampung,141,30
2022-03-21T03:36:42Z,TIPS MEMAJUKAN MADRASAH - BERSAMA KEPALA MIN 3 TANGSEL - PODCAST PESAN PAGI #EPISODE02,https://www.youtube.com/watch?v=xWYddJLEnXM,"Madrasah unggul dan berprestasi tidak muncul secara tiba-tiba, tapi melalui serangkaian proses yang harus dilewati.",Tangerang Selatan,211,25
2022-03-07T15:25:07Z,"Pondok Pesantren Kelasik Favorite Masyarakat Lombok, Abul Barokat Wannafahat NWDI Bunkate",https://www.youtube.com/watch?v=BHNEMmA-dGw,Video singkat ini memperkenalkan sekilas suasana PONDOK PESANTREN ABUL BAROKATI WANNAFAHAT NAHDLATUL ...,Lombok,201,27
2022-03-16T01:18:21Z,CALON BIDADARI SYURGA #santri #akhwat #cadar #niqab #pesantren #muslimah  #hijrah #wanitabercadar,https://www.youtube.com/watch?v=KHzMWYOwQ0o,Para santriwati Ma'had Zaid bin Tsabit bangka tengah kepulauan bangka belitung. selain prestasi penngahafal al quran Dan ...,Lampung,1900,56
